,,,,,"TR = 30",,,"TR = 50",,,"TR = 72",,,"TR = 101",,,"TR = 140",,,"TR = 201",,,"TR = 475",,,"TR = 975",,,"TR = 2475",
"OBJECTID","ID","LON","LAT","T30ag","T30F0","T30Tc","T50ag","T50F0","T50Tc","T72ag","T72F0","T72Tc","T101ag","T101F0","T101Tc","T140ag","T140F0","T140Tc","T201ag","T201F0","T201Tc","T475ag","T475F0","T475Tc","T975ag","T975F0","T975Tc","T2475ag","T2475F0","T2475Tc"
1243,12476,8.723884,45.39076,0.15246,2.5205,0.16062,0.18982,2.5019,0.16872,0.2203,2.5459,0.1756,0.25118,2.5608,0.21212,0.28099,2.5735,0.22561,0.3119,2.6022,0.23842,0.38447,2.6572,0.28879,0.45791,2.7022,0.3087,0.55852,2.8083,0.33352
1244,16471,8.72483,44.48937,0.20627,2.5578,0.18085,0.27111,2.5271,0.19967,0.3167,2.5298,0.21639,0.35945,2.5448,0.22843,0.40099,2.5544,0.26131,0.46624,2.5067,0.27289,0.62795,2.5464,0.28732,0.80046,2.5582,0.29609,1.0952,2.5326,0.31179
1245,12698,8.727914,45.34084,0.15587,2.5151,0.16046,0.19403,2.4998,0.19113,0.2261,2.468,0.19975,0.25758,2.5604,0.21231,0.28793,2.5744,0.22562,0.31913,2.6066,0.2378,0.39291,2.6642,0.28818,0.47005,2.7139,0.30686,0.57246,2.827,0.33069
1246,16693,8.728745,44.43945,0.20301,2.5686,0.15945,0.26484,2.541,0.19719,0.3083,2.5331,0.21434,0.34908,2.5483,0.22719,0.38841,2.5642,0.25918,0.44421,2.5263,0.27437,0.58715,2.5739,0.29194,0.73841,2.5868,0.31059,0.96742,2.6538,0.32474
1247,8925,8.730951,46.1923,0.15405,2.603,0.15113,0.19837,2.5662,0.1599,0.2371,2.5416,0.18756,0.27236,2.5902,0.20506,0.30871,2.5899,0.22158,0.34833,2.5926,0.23667,0.45124,2.6165,0.27996,0.54795,2.6898,0.30086,0.68552,2.7991,0.3218
1248,12920,8.731918,45.29091,0.15962,2.5137,0.16068,0.19886,2.5004,0.19161,0.233,2.5424,0.20109,0.26523,2.5627,0.21279,0.29635,2.578,0.22556,0.32863,2.6088,0.23728,0.40572,2.6592,0.28739,0.48732,2.7282,0.30397,0.59294,2.8431,0.32591
1249,16915,8.732683,44.38953,0.19962,2.5772,0.15937,0.25897,2.5534,0.19457,0.3008,2.536,0.2121,0.33998,2.557,0.22552,0.37781,2.573,0.25679,0.42668,2.5551,0.27385,0.56124,2.5884,0.29596,0.687,2.6594,0.31771,0.87456,2.7762,0.33429
1250,9147,8.735022,46.14238,0.15222,2.5989,0.15183,0.19543,2.564,0.16066,0.2326,2.5373,0.18835,0.26852,2.5843,0.20438,0.30317,2.5919,0.22155,0.34157,2.6023,0.23624,0.44031,2.6101,0.28203,0.53459,2.6872,0.30196,0.66553,2.8012,0.32281
1251,13142,8.735831,45.241,0.16392,2.5131,0.16077,0.2055,2.4903,0.19233,0.241,2.5457,0.20217,0.27434,2.5666,0.21364,0.30648,2.5828,0.22554,0.3406,2.6085,0.23686,0.425,2.6503,0.28514,0.5104,2.7245,0.30228,0.62474,2.8398,0.32102
1252,17137,8.736618,44.33961,0.19679,2.5772,0.15924,0.25366,2.5639,0.19193,0.2943,2.544,0.20939,0.33243,2.5633,0.22385,0.36921,2.5796,0.24855,0.41338,2.5759,0.27345,0.54049,2.6101,0.29842,0.65273,2.7169,0.32292,0.81759,2.8636,0.3418
1253,9369,8.739069,46.09245,0.15012,2.5958,0.15254,0.19207,2.5631,0.16155,0.2275,2.5342,0.18935,0.26256,2.5862,0.20473,0.2964,2.5987,0.22175,0.33389,2.6097,0.23545,0.42806,2.6071,0.2833,0.5197,2.6886,0.30269,0.64389,2.811,0.32409
1254,13364,8.739811,45.19108,0.16885,2.5131,0.16063,0.21351,2.4837,0.19228,0.2505,2.548,0.20388,0.28511,2.5659,0.21495,0.31855,2.5828,0.22611,0.35531,2.6018,0.24499,0.44961,2.6455,0.2815,0.54041,2.7044,0.29692,0.6705,2.8045,0.31774
1255,9591,8.743114,46.04253,0.14863,2.5816,0.15389,0.1899,2.5451,0.16302,0.223,2.5241,0.19119,0.25676,2.5896,0.20513,0.28922,2.6066,0.22107,0.32578,2.6157,0.23577,0.41529,2.6176,0.28405,0.50421,2.6957,0.30405,0.62192,2.8278,0.32607
1256,13586,8.743811,45.14116,0.17441,2.5132,0.16059,0.22272,2.4858,0.19137,0.2614,2.5509,0.20542,0.29772,2.553,0.21733,0.33274,2.5724,0.22783,0.37154,2.5896,0.24734,0.48063,2.6141,0.27887,0.57879,2.6729,0.29471,0.73313,2.7371,0.31324
1257,9813,8.747157,45.99261,0.14773,2.5687,0.15557,0.18801,2.5384,0.16438,0.2198,2.5208,0.19207,0.25222,2.5957,0.20499,0.28347,2.6139,0.22048,0.31809,2.6261,0.23596,0.40286,2.6402,0.28412,0.48924,2.7009,0.30382,0.60119,2.8469,0.3264
1258,13808,8.747741,45.09123,0.18048,2.5134,0.16055,0.23306,2.5199,0.19528,0.2739,2.5398,0.20779,0.31216,2.5414,0.22087,0.3491,2.5609,0.23165,0.39002,2.5782,0.25184,0.5166,2.5867,0.27747,0.63327,2.6174,0.29198,0.82003,2.645,0.30722
1259,10035,8.751153,45.94268,0.14695,2.5705,0.15638,0.18571,2.5471,0.16528,0.2157,2.5327,0.19287,0.24769,2.6081,0.20399,0.27853,2.6186,0.22011,0.3127,2.6243,0.23608,0.39378,2.6462,0.28479,0.47656,2.7063,0.30706,0.58562,2.8519,0.32936
1260,14030,8.751738,45.04131,0.18676,2.5162,0.16062,0.24432,2.5233,0.19745,0.2876,2.5178,0.21114,0.3282,2.5307,0.2246,0.36737,2.55,0.23463,0.4149,2.5459,0.25946,0.55735,2.5717,0.27835,0.70246,2.5781,0.28865,0.93868,2.5815,0.29561
1261,10257,8.755126,45.89277,0.14645,2.5718,0.15687,0.18325,2.5633,0.16573,0.2122,2.5374,0.19354,0.24382,2.6101,0.20365,0.27429,2.6165,0.22037,0.30806,2.622,0.23631,0.38818,2.6335,0.27973,0.46827,2.6937,0.30818,0.57551,2.8355,0.32961
1262,14252,8.755665,44.99138,0.19303,2.521,0.16081,0.2562,2.5231,0.19938,0.3023,2.5015,0.21505,0.34542,2.525,0.22687,0.38708,2.5424,0.24655,0.44764,2.4978,0.26747,0.60629,2.5636,0.2779,0.7853,2.5594,0.28231,1.0899,2.5181,0.29126
1263,10479,8.759163,45.84285,0.14491,2.5965,0.15636,0.18127,2.5666,0.16624,0.2095,2.5327,0.19452,0.24074,2.6074,0.20394,0.2709,2.6138,0.22078,0.30432,2.6193,0.23665,0.38363,2.6286,0.27959,0.46172,2.6797,0.30919,0.56767,2.8149,0.33053
1264,14474,8.759589,44.94146,0.19914,2.5258,0.18355,0.26837,2.5047,0.20234,0.3173,2.505,0.21755,0.3631,2.527,0.22855,0.41086,2.5236,0.25018,0.48351,2.4906,0.26595,0.67669,2.5057,0.27718,0.89441,2.4954,0.27966,1.26,2.4818,0.28474
1265,10701,8.763154,45.79293,0.14366,2.5988,0.15713,0.17987,2.5612,0.1666,0.2075,2.5296,0.19517,0.23853,2.6039,0.20515,0.26845,2.6102,0.22151,0.3016,2.6157,0.23708,0.38026,2.6251,0.27923,0.45702,2.6676,0.30725,0.56235,2.798,0.32963
1266,14696,8.76349,44.89155,0.20682,2.5138,0.18413,0.28015,2.4873,0.20485,0.3317,2.5073,0.21897,0.38004,2.5277,0.23855,0.44066,2.4821,0.25142,0.51942,2.4911,0.26196,0.74596,2.4789,0.27393,0.99956,2.4662,0.27837,1.4196,2.4701,0.28095
1267,10923,8.767143,45.743,0.14307,2.5913,0.15742,0.17917,2.5541,0.1668,0.2065,2.5235,0.1963,0.23728,2.5994,0.20678,0.26698,2.6063,0.22232,0.29988,2.6123,0.23733,0.37796,2.6223,0.27803,0.45388,2.6583,0.30547,0.55898,2.7793,0.32703
1268,14918,8.767435,44.84162,0.21407,2.5029,0.18423,0.29052,2.4801,0.20642,0.3443,2.508,0.22042,0.39466,2.5276,0.24198,0.46729,2.4543,0.24978,0.55105,2.4801,0.26058,0.80551,2.4578,0.27111,1.095,2.4386,0.27559,1.5466,2.4566,0.28018
1269,11145,8.771131,45.69308,0.14329,2.5787,0.15787,0.17935,2.544,0.16714,0.2066,2.5143,0.19744,0.23717,2.5932,0.20805,0.26667,2.6011,0.22281,0.29935,2.6082,0.2371,0.3769,2.6199,0.27705,0.45234,2.648,0.304,0.55737,2.76,0.32615
1270,15140,8.771332,44.7917,0.22002,2.5057,0.18343,0.29854,2.4826,0.20701,0.3538,2.5088,0.2216,0.40867,2.508,0.24305,0.48724,2.45,0.25544,0.57431,2.4698,0.26141,0.85468,2.4276,0.26971,1.1568,2.435,0.2739,1.6272,2.45,0.28004
1271,11367,8.775094,45.64316,0.14425,2.5652,0.15848,0.18037,2.5336,0.16771,0.2078,2.5038,0.19823,0.23825,2.586,0.20841,0.26762,2.595,0.22273,0.30015,2.6029,0.23701,0.37736,2.6163,0.27343,0.4528,2.6154,0.30271,0.55637,2.7412,0.32238
1272,15362,8.77525,44.74178,0.2243,2.5121,0.1826,0.30361,2.4837,0.20795,0.3594,2.5107,0.22193,0.41842,2.493,0.24345,0.49818,2.4472,0.25595,0.58655,2.4658,0.26261,0.87818,2.4175,0.26965,1.1851,2.4346,0.27394,1.6643,2.4475,0.2806
1273,11589,8.779078,45.59323,0.14574,2.5554,0.15911,0.18199,2.5268,0.1681,0.2099,2.4948,0.19856,0.24027,2.5809,0.20872,0.26959,2.5905,0.22286,0.30209,2.5989,0.23731,0.3789,2.6151,0.27622,0.45234,2.6217,0.30301,0.55459,2.742,0.32319
1274,15584,8.779212,44.69185,0.2267,2.5195,0.18194,0.30544,2.4873,0.20831,0.3608,2.5139,0.22208,0.42005,2.4929,0.24405,0.49916,2.4505,0.25677,0.5868,2.4687,0.26358,0.87624,2.4209,0.27095,1.1815,2.4361,0.27514,1.6588,2.4485,0.28133
1275,15806,8.783037,44.64193,0.22709,2.5271,0.18145,0.30401,2.4933,0.20787,0.3581,2.518,0.22204,0.41378,2.5064,0.24456,0.4905,2.4589,0.25867,0.57549,2.4784,0.26394,0.84936,2.4379,0.27368,1.1463,2.4397,0.27811,1.61,2.4544,0.2824
1276,11811,8.783037,45.54331,0.1477,2.5485,0.15962,0.18417,2.5225,0.16835,0.2127,2.4883,0.19902,0.24311,2.5785,0.20926,0.27247,2.5885,0.22327,0.305,2.5973,0.23745,0.37949,2.6308,0.27858,0.45246,2.6603,0.30504,0.5541,2.7659,0.3323
1277,16028,8.786928,44.59201,0.2256,2.5346,0.18114,0.29972,2.5009,0.20669,0.3518,2.523,0.22163,0.40104,2.5358,0.24413,0.47385,2.4643,0.26185,0.55451,2.4938,0.26388,0.79915,2.4761,0.27643,1.0787,2.4467,0.28214,1.5193,2.4637,0.28463
1278,12033,8.78704,45.49339,0.15022,2.5403,0.16004,0.187,2.5179,0.16846,0.2164,2.482,0.19943,0.24692,2.5764,0.20997,0.2764,2.5873,0.22387,0.30863,2.6005,0.23752,0.38175,2.6454,0.28058,0.45497,2.6835,0.3087,0.55624,2.7872,0.33421
1279,16250,8.790817,44.54209,0.22262,2.5416,0.18096,0.29332,2.5064,0.20511,0.343,2.5278,0.22043,0.38963,2.5424,0.24284,0.45218,2.4805,0.26433,0.52732,2.5063,0.26609,0.74407,2.4989,0.28016,0.98457,2.4852,0.28608,1.3847,2.4782,0.28911
1280,12255,8.790951,45.44347,0.15326,2.5314,0.16026,0.19051,2.5128,0.16836,0.2211,2.479,0.19927,0.25186,2.5738,0.21062,0.2816,2.5859,0.2244,0.31325,2.6075,0.23748,0.3865,2.6563,0.28825,0.46123,2.6991,0.30843,0.56278,2.8069,0.33337
1281,16472,8.794727,44.49216,0.21865,2.548,0.18086,0.28575,2.5114,0.20375,0.3329,2.5322,0.219,0.37717,2.5464,0.23972,0.42903,2.516,0.26422,0.49818,2.512,0.26948,0.68406,2.5144,0.28509,0.88791,2.5085,0.29193,1.2279,2.4958,0.29707
1282,12477,8.794861,45.39355,0.15669,2.5246,0.16025,0.19463,2.5094,0.1905,0.2267,2.4789,0.19918,0.25797,2.5723,0.21113,0.28817,2.5856,0.22477,0.31996,2.6111,0.23722,0.39412,2.6632,0.28817,0.47197,2.7115,0.30713,0.57485,2.8246,0.3312
1283,16694,8.798568,44.44224,0.21411,2.5538,0.18078,0.27783,2.5227,0.20168,0.3226,2.5359,0.21758,0.36463,2.5498,0.23755,0.40729,2.5482,0.2634,0.47079,2.5159,0.27303,0.6284,2.5533,0.28914,0.79563,2.5668,0.29849,1.079,2.5541,0.31547
1284,12699,8.798813,45.34362,0.16044,2.5227,0.16035,0.19936,2.5089,0.19129,0.2333,2.5544,0.19988,0.26534,2.5729,0.21198,0.29622,2.5873,0.22501,0.32883,2.6129,0.23698,0.40606,2.658,0.28763,0.48757,2.726,0.30454,0.59309,2.8411,0.32695
1285,16916,8.802497,44.39231,0.20928,2.5599,0.18061,0.27008,2.5386,0.19895,0.3128,2.5387,0.21576,0.35291,2.5538,0.22789,0.39159,2.5698,0.26088,0.4473,2.5319,0.27424,0.58696,2.5817,0.29303,0.73417,2.6011,0.31192,0.95603,2.6727,0.32769
1286,12921,8.802719,45.29369,0.16474,2.5214,0.16048,0.206,2.4979,0.19213,0.2412,2.555,0.20118,0.27419,2.5749,0.21304,0.30602,2.5901,0.2252,0.34015,2.6123,0.23676,0.424,2.6499,0.28567,0.50882,2.7255,0.30319,0.62183,2.843,0.32182
1287,8926,8.802832,46.19508,0.1481,2.6315,0.15123,0.18967,2.5851,0.16061,0.2246,2.5508,0.18726,0.25954,2.5981,0.19996,0.29342,2.6061,0.21786,0.33095,2.6132,0.23312,0.42461,2.6023,0.28234,0.51649,2.674,0.30104,0.64063,2.7971,0.32379
1288,17138,8.806378,44.34238,0.20427,2.5722,0.15954,0.26278,2.553,0.19604,0.3039,2.5419,0.21327,0.3425,2.5624,0.22614,0.37972,2.5784,0.2584,0.42823,2.5596,0.2739,0.56006,2.5964,0.29651,0.68401,2.6649,0.31849,0.86619,2.787,0.3373
1289,13143,8.806691,45.24377,0.16968,2.5212,0.16047,0.21394,2.49,0.1922,0.2505,2.5563,0.20325,0.28478,2.5717,0.21461,0.31785,2.5882,0.22596,0.35423,2.6068,0.24516,0.44719,2.6498,0.28201,0.53691,2.7058,0.29806,0.66403,2.8142,0.31885
1290,9148,8.806848,46.14516,0.14643,2.631,0.15204,0.18798,2.575,0.16159,0.2226,2.5308,0.18873,0.25616,2.5925,0.20093,0.28891,2.6099,0.21779,0.32591,2.6196,0.23345,0.41672,2.6072,0.2835,0.50672,2.6769,0.30278,0.62641,2.8039,0.3259
1291,13365,8.810616,45.19385,0.17532,2.5197,0.16052,0.2232,2.4917,0.19132,0.2615,2.556,0.20529,0.2973,2.558,0.21713,0.3319,2.577,0.22772,0.37023,2.594,0.24749,0.47681,2.6218,0.27953,0.57337,2.6788,0.29554,0.72284,2.7512,0.31463
1292,9370,8.810906,46.09523,0.14591,2.6063,0.15326,0.18674,2.5551,0.16287,0.2203,2.5112,0.19041,0.25345,2.5867,0.20167,0.28515,2.6137,0.21711,0.32019,2.6335,0.23369,0.40782,2.6198,0.28433,0.49578,2.6838,0.30494,0.61087,2.8174,0.32759
1293,13587,8.814517,45.14392,0.18157,2.5178,0.16055,0.23373,2.5256,0.19533,0.274,2.5435,0.20799,0.31177,2.5455,0.221,0.34822,2.5647,0.23145,0.38859,2.5819,0.25191,0.51263,2.5912,0.27798,0.62532,2.6274,0.29262,0.80237,2.6715,0.30884
1294,9592,8.814874,46.0453,0.14563,2.5851,0.15507,0.18559,2.5468,0.16415,0.2181,2.5085,0.19149,0.25047,2.5899,0.20254,0.28134,2.6188,0.21711,0.31553,2.6407,0.23379,0.39894,2.6373,0.28471,0.48469,2.6927,0.30707,0.59598,2.8325,0.32858
1295,13809,8.818394,45.094,0.18819,2.5184,0.16066,0.24536,2.5272,0.1978,0.288,2.5205,0.21155,0.32804,2.534,0.22464,0.36664,2.5533,0.23452,0.41296,2.5513,0.2596,0.55266,2.5742,0.27856,0.6927,2.5829,0.28957,0.91996,2.5898,0.29663
1296,9814,8.818862,45.99537,0.1455,2.5808,0.15591,0.1846,2.5453,0.16499,0.2155,2.514,0.19228,0.24723,2.5986,0.20208,0.27783,2.6237,0.21709,0.31173,2.6385,0.23423,0.39218,2.6473,0.2848,0.47438,2.6976,0.30639,0.58327,2.8369,0.32692
1297,14031,8.822359,45.04407,0.19503,2.5219,0.16085,0.25792,2.5227,0.20023,0.3033,2.5047,0.21572,0.34579,2.5275,0.22701,0.38681,2.5446,0.24692,0.44594,2.5031,0.26741,0.59949,2.5735,0.27816,0.77389,2.5652,0.2832,1.0649,2.5318,0.29224
1298,10036,8.822737,45.94546,0.14556,2.5775,0.15647,0.18386,2.5447,0.16541,0.2129,2.5251,0.19241,0.24441,2.6077,0.20156,0.27478,2.6243,0.21735,0.30843,2.6334,0.23481,0.38828,2.642,0.28461,0.46857,2.6913,0.30806,0.57614,2.8247,0.32913
1299,14253,8.826187,44.99414,0.20265,2.5183,0.18416,0.27113,2.503,0.20346,0.3193,2.5085,0.21791,0.36442,2.5299,0.22883,0.41173,2.5254,0.24986,0.48264,2.4961,0.26545,0.66981,2.5133,0.2782,0.87992,2.5071,0.2805,1.2335,2.4867,0.28678
1300,10258,8.826699,45.89553,0.14589,2.5753,0.15604,0.18251,2.5584,0.16515,0.2109,2.5369,0.19241,0.24218,2.6121,0.20144,0.27237,2.622,0.21785,0.30582,2.6281,0.23539,0.38521,2.6364,0.2845,0.46413,2.6814,0.30672,0.57084,2.8135,0.32856
1301,14475,8.830014,44.94423,0.21211,2.5054,0.18432,0.28441,2.4838,0.20636,0.3353,2.5106,0.21953,0.3829,2.531,0.23871,0.44354,2.4832,0.25113,0.52035,2.4983,0.26206,0.74098,2.49,0.27476,0.98799,2.4768,0.27919,1.3976,2.4755,0.28173
1302,10480,8.830682,45.8456,0.14536,2.5938,0.15573,0.18142,2.5703,0.16521,0.2094,2.5371,0.19345,0.24059,2.6125,0.20217,0.27066,2.6181,0.21869,0.30397,2.6229,0.23586,0.38301,2.6309,0.27791,0.46115,2.671,0.30585,0.56754,2.7993,0.32751
1303,14697,8.833884,44.8943,0.22121,2.5044,0.18344,0.29681,2.4851,0.20734,0.35,2.5122,0.22123,0.39981,2.5313,0.24209,0.47345,2.4596,0.25718,0.55517,2.4889,0.26019,0.80466,2.4696,0.27183,1.0889,2.4448,0.27716,1.5344,2.4605,0.28082
1304,10702,8.834597,45.79568,0.14478,2.6002,0.15672,0.18086,2.5645,0.16617,0.2087,2.5313,0.1945,0.23972,2.608,0.2038,0.26967,2.6136,0.21957,0.30285,2.6184,0.23616,0.38159,2.6265,0.2772,0.45933,2.6585,0.30371,0.56579,2.7789,0.32516
1305,14919,8.837798,44.84438,0.22919,2.5095,0.18222,0.30731,2.4851,0.20898,0.3623,2.513,0.22184,0.42126,2.4943,0.24272,0.49817,2.4578,0.25504,0.58338,2.4782,0.26195,0.86261,2.4361,0.27009,1.161,2.4411,0.2749,1.6275,2.453,0.28062
1306,10924,8.83851,45.74576,0.1449,2.5898,0.15737,0.18102,2.5557,0.1665,0.2088,2.5237,0.19565,0.23974,2.6022,0.20515,0.26957,2.6085,0.22001,0.30261,2.6141,0.23581,0.38102,2.6235,0.27645,0.45863,2.6487,0.30305,0.56473,2.763,0.32547
1307,15141,8.841643,44.79446,0.23547,2.5146,0.18126,0.31514,2.4841,0.21068,0.3712,2.5125,0.22204,0.43677,2.4729,0.24273,0.51548,2.4529,0.25402,0.60362,2.4681,0.26324,0.89881,2.4215,0.2694,1.2043,2.4408,0.27419,1.6831,2.4507,0.28108
1308,11146,8.842509,45.69583,0.14576,2.5759,0.15794,0.18197,2.5451,0.16682,0.21,2.5125,0.19642,0.24081,2.5947,0.20552,0.27052,2.6024,0.22013,0.30345,2.609,0.23554,0.38157,2.6203,0.27581,0.45868,2.642,0.30295,0.56282,2.7595,0.32577
1309,15363,8.845508,44.74452,0.23986,2.5113,0.18116,0.32001,2.4854,0.21118,0.3764,2.513,0.22228,0.4454,2.4624,0.24303,0.52466,2.4521,0.25386,0.61673,2.4556,0.26409,0.91535,2.4169,0.26968,1.2247,2.4401,0.27439,1.7062,2.451,0.28161
1310,11368,8.846374,45.64591,0.14719,2.5642,0.15843,0.18357,2.5364,0.16707,0.2121,2.5017,0.19686,0.24278,2.5886,0.20601,0.27243,2.5972,0.22044,0.30529,2.6048,0.2354,0.38246,2.6224,0.27828,0.45801,2.651,0.30378,0.56181,2.7595,0.32714
1311,15585,8.849327,44.6946,0.24234,2.506,0.18151,0.3219,2.4888,0.21128,0.3778,2.5165,0.22238,0.44707,2.4623,0.24366,0.52575,2.4555,0.25445,0.61735,2.4584,0.265,0.91438,2.4195,0.27085,1.2225,2.4416,0.27553,1.7031,2.4517,0.28227
1312,11590,8.850326,45.59598,0.1491,2.5561,0.15888,0.1857,2.5311,0.16737,0.2148,2.4952,0.19735,0.2455,2.5857,0.20671,0.27515,2.595,0.22101,0.30799,2.6033,0.23548,0.38315,2.634,0.27858,0.45838,2.6632,0.30446,0.56175,2.7728,0.33111
1313,15807,8.853168,44.64467,0.24275,2.5066,0.1817,0.32072,2.4945,0.21099,0.3756,2.5213,0.22231,0.44184,2.4725,0.24446,0.51885,2.4631,0.25571,0.60565,2.4748,0.26597,0.89585,2.4297,0.27286,1.1975,2.4453,0.27772,1.6728,2.4531,0.28336
1314,11812,8.85421,45.54606,0.15155,2.5487,0.15928,0.18842,2.5271,0.16761,0.2183,2.4934,0.19762,0.24907,2.5845,0.20764,0.27876,2.5948,0.22185,0.31109,2.6086,0.23578,0.38514,2.6473,0.27913,0.46054,2.6791,0.30488,0.56351,2.7893,0.33171
1315,16029,8.85696,44.59476,0.24107,2.5129,0.18144,0.31662,2.502,0.21033,0.3698,2.5265,0.22231,0.43018,2.4928,0.24476,0.5044,2.475,0.25756,0.58664,2.4929,0.26624,0.85811,2.451,0.27573,1.1498,2.448,0.281,1.608,2.4591,0.2849
1316,12034,8.858069,45.49614,0.15454,2.5406,0.15964,0.19181,2.5227,0.1677,0.2228,2.4907,0.19798,0.25367,2.5833,0.20859,0.28352,2.5947,0.22272,0.3153,2.6155,0.23608,0.38925,2.6582,0.28784,0.46578,2.7003,0.30833,0.56876,2.8098,0.33293
1317,16251,8.860841,44.54483,0.23762,2.5238,0.18106,0.3101,2.5109,0.20914,0.3611,2.5311,0.22238,0.4135,2.5214,0.24531,0.48382,2.4798,0.26066,0.56173,2.5093,0.26472,0.80084,2.4932,0.2777,1.074,2.4585,0.2843,1.5068,2.4695,0.28717
1318,12256,8.862017,45.44621,0.15795,2.5343,0.15987,0.19581,2.5191,0.16771,0.2281,2.4906,0.19821,0.25938,2.5824,0.20946,0.28956,2.5951,0.22349,0.32144,2.6189,0.23622,0.39602,2.665,0.28796,0.4751,2.7136,0.30708,0.57891,2.8263,0.33148
1319,16473,8.864654,44.4949,0.23286,2.538,0.18066,0.30193,2.5158,0.20754,0.3505,2.5354,0.22182,0.39602,2.5493,0.24446,0.45962,2.4856,0.26485,0.53227,2.5177,0.26634,0.74299,2.5108,0.28133,0.97636,2.4945,0.28834,1.3664,2.4798,0.29252
1320,12478,8.86585,45.39629,0.16169,2.5313,0.16009,0.20044,2.5168,0.19066,0.2344,2.5652,0.19824,0.26626,2.5829,0.2108,0.29699,2.5965,0.22413,0.32961,2.62,0.23638,0.40716,2.6584,0.2877,0.48891,2.7271,0.30483,0.59472,2.8423,0.32772
1321,16695,8.868443,44.44497,0.22731,2.5543,0.18014,0.29292,2.5201,0.20498,0.3391,2.5388,0.22042,0.38229,2.5529,0.24092,0.43482,2.5165,0.26476,0.50184,2.5224,0.26994,0.68219,2.5243,0.28706,0.87871,2.5204,0.29448,1.2061,2.5091,0.29998
1322,12700,8.869749,45.34636,0.16592,2.5296,0.16023,0.20693,2.5058,0.19143,0.2418,2.566,0.19984,0.27451,2.5845,0.21218,0.30607,2.5987,0.22465,0.34003,2.619,0.23648,0.42346,2.6537,0.28583,0.50794,2.7297,0.30386,0.62017,2.8476,0.32276
1323,16917,8.872318,44.39504,0.22131,2.5588,0.18041,0.28372,2.5238,0.2033,0.3276,2.5424,0.21889,0.36873,2.5558,0.23869,0.41183,2.5513,0.26373,0.47358,2.5289,0.27277,0.62656,2.5623,0.29047,0.7889,2.5713,0.30674,1.0605,2.577,0.31909
1324,12922,8.873647,45.29642,0.17071,2.5296,0.1604,0.21453,2.4976,0.19194,0.2507,2.5659,0.20193,0.2845,2.579,0.21414,0.31718,2.5949,0.22574,0.35315,2.613,0.24528,0.44482,2.6549,0.28256,0.53361,2.7076,0.29962,0.65816,2.8247,0.31972
1325,17139,8.876081,44.34512,0.21507,2.5626,0.1806,0.27474,2.5392,0.20051,0.3167,2.5446,0.21709,0.35603,2.5614,0.22861,0.39398,2.5775,0.26142,0.44919,2.5438,0.27407,0.58543,2.5929,0.29374,0.72813,2.618,0.31339,0.94464,2.6863,0.32978
1326,13144,8.877476,45.24651,0.17623,2.5282,0.1605,0.22351,2.5004,0.19117,0.2612,2.5658,0.20453,0.29654,2.5654,0.21677,0.33065,2.5839,0.22752,0.36843,2.6005,0.24763,0.47259,2.6297,0.28059,0.56767,2.6825,0.2971,0.71251,2.7666,0.3162
1327,9149,8.87887,46.14788,0.14466,2.6306,0.15291,0.18442,2.5719,0.16276,0.2166,2.5273,0.18948,0.25065,2.5852,0.19896,0.2823,2.606,0.2142,0.31595,2.6358,0.23124,0.3991,2.6546,0.28232,0.48541,2.6982,0.30186,0.59738,2.8285,0.32359
1328,13366,8.881282,45.19658,0.18245,2.5259,0.1606,0.23392,2.5359,0.19472,0.2736,2.5504,0.20771,0.31074,2.5523,0.22058,0.34661,2.571,0.23112,0.38635,2.5878,0.25179,0.50771,2.5965,0.27875,0.61511,2.6431,0.29401,0.78738,2.69,0.31067
1329,9371,8.882786,46.09795,0.14442,2.6098,0.15456,0.18368,2.5647,0.16388,0.2152,2.5246,0.19055,0.24886,2.5859,0.19946,0.27964,2.6106,0.21437,0.31315,2.6373,0.23155,0.39426,2.6618,0.28237,0.47824,2.7058,0.30288,0.58851,2.8359,0.32384
1330,13588,8.885196,45.14665,0.18916,2.5254,0.16077,0.24562,2.5357,0.19749,0.2876,2.5264,0.21143,0.32695,2.5398,0.22438,0.36492,2.5585,0.23426,0.40961,2.5596,0.25983,0.54684,2.577,0.27915,0.68189,2.5907,0.29054,0.90048,2.596,0.29837
1331,9593,8.886633,46.04803,0.14453,2.6045,0.15542,0.18321,2.5619,0.16469,0.2141,2.5215,0.1912,0.24707,2.5888,0.19959,0.27723,2.6149,0.21479,0.31065,2.6378,0.23201,0.38996,2.6664,0.28249,0.47103,2.7147,0.30351,0.5797,2.8454,0.32364
1332,13810,8.889043,45.09672,0.19623,2.527,0.1831,0.25845,2.5269,0.20046,0.3031,2.51,0.21579,0.34485,2.5318,0.22691,0.38519,2.5481,0.24702,0.44243,2.5108,0.26767,0.59298,2.576,0.27856,0.76122,2.57,0.28439,1.0385,2.5458,0.29333
1333,9815,8.890589,45.9981,0.14498,2.5969,0.15601,0.18306,2.5583,0.16509,0.2133,2.5194,0.19155,0.24516,2.5965,0.19979,0.27526,2.6181,0.21527,0.30861,2.637,0.23251,0.38773,2.6589,0.28262,0.46775,2.7028,0.3034,0.57532,2.8347,0.32367
