,,,,,"TR = 30",,,"TR = 50",,,"TR = 72",,,"TR = 101",,,"TR = 140",,,"TR = 201",,,"TR = 475",,,"TR = 975",,,"TR = 2475",
"OBJECTID","ID","LON","LAT","T30ag","T30F0","T30Tc","T50ag","T50F0","T50Tc","T72ag","T72F0","T72Tc","T101ag","T101F0","T101Tc","T140ag","T140F0","T140Tc","T201ag","T201F0","T201Tc","T475ag","T475F0","T475Tc","T975ag","T975F0","T975Tc","T2475ag","T2475F0","T2475Tc"
9908,42559,16.43235,38.69547,0.59987,2.3515,0.2797,0.7897,2.3176,0.30751,0.9549,2.3251,0.31874,1.132,2.3363,0.3294,1.3248,2.3492,0.33836,1.5654,2.3711,0.34803,2.27,2.4209,0.37326,3.0133,2.4551,0.3936,4.1895,2.504,0.43658
9909,36120,16.4325,40.14632,0.37111,2.4382,0.28103,0.46074,2.4456,0.32088,0.5316,2.4957,0.34426,0.59798,2.5671,0.36249,0.68406,2.5437,0.37927,0.78022,2.5482,0.41511,1.0603,2.5828,0.45137,1.3313,2.6171,0.50384,1.7166,2.7381,0.52972
9910,42337,16.43457,38.74544,0.62545,2.3296,0.2802,0.82418,2.3033,0.30705,0.993,2.3183,0.31814,1.1809,2.3285,0.32753,1.3831,2.3493,0.33585,1.6365,2.3685,0.34592,2.3724,2.4254,0.37172,3.1526,2.4645,0.39239,4.3974,2.5103,0.43716
9911,35898,16.43474,40.1963,0.36863,2.434,0.27992,0.45516,2.4499,0.3198,0.5239,2.4942,0.34474,0.58832,2.5675,0.36126,0.66732,2.5611,0.3778,0.75916,2.5614,0.41773,1.0159,2.6186,0.45294,1.2689,2.6487,0.50626,1.6266,2.7635,0.53237
9912,42115,16.43678,38.79541,0.65355,2.3123,0.28099,0.86606,2.2867,0.30639,1.0443,2.3042,0.31756,1.2429,2.3139,0.32563,1.4579,2.3403,0.33355,1.7263,2.3612,0.34407,2.5062,2.424,0.36953,3.3364,2.4672,0.39132,4.6795,2.5113,0.43701
9913,35676,16.43701,40.24626,0.36913,2.4209,0.28,0.45443,2.4452,0.31857,0.5214,2.4915,0.34465,0.58407,2.5651,0.36102,0.65805,2.5763,0.37532,0.74534,2.5751,0.4147,0.98295,2.652,0.45506,1.2154,2.7205,0.47707,1.5501,2.807,0.53098
9914,41893,16.439,38.84538,0.67547,2.3078,0.28078,0.90053,2.283,0.29881,1.0865,2.2954,0.31658,1.294,2.3065,0.32359,1.5176,2.337,0.33153,1.7949,2.3615,0.34244,2.6092,2.4273,0.36805,3.4825,2.4692,0.3912,4.9103,2.512,0.43796
9915,35454,16.43929,40.29623,0.37247,2.4092,0.27936,0.45993,2.4257,0.31739,0.5258,2.4821,0.34377,0.58752,2.5546,0.36055,0.6593,2.5734,0.37417,0.74243,2.5848,0.41012,0.96491,2.6719,0.45048,1.1788,2.7596,0.47563,1.4871,2.8759,0.52398
9916,41671,16.44122,38.89535,0.69366,2.3038,0.28004,0.92475,2.2796,0.298,1.115,2.2913,0.31617,1.3263,2.3095,0.32275,1.5533,2.3427,0.33048,1.837,2.3658,0.34218,2.6674,2.4315,0.3691,3.5615,2.4794,0.39254,5.0287,2.516,0.44104
9917,35232,16.44155,40.34621,0.37485,2.4238,0.27929,0.46699,2.4245,0.31674,0.538,2.4695,0.34059,0.60443,2.5222,0.35859,0.67809,2.5413,0.37197,0.7597,2.5695,0.4056,0.97602,2.6729,0.44181,1.1791,2.7712,0.46496,1.5137,2.8137,0.51369
9918,41449,16.44348,38.94532,0.71049,2.2984,0.27961,0.94574,2.2767,0.29767,1.1408,2.2874,0.31567,1.3539,2.3135,0.32243,1.584,2.3461,0.33043,1.8741,2.3698,0.34249,2.7209,2.4319,0.37023,3.6355,2.4802,0.39422,5.1299,2.5161,0.44382
9919,35010,16.44383,40.39617,0.38046,2.438,0.28172,0.47855,2.439,0.31911,0.5525,2.4885,0.33926,0.62645,2.5202,0.35763,0.70756,2.5316,0.36935,0.79743,2.5371,0.40092,1.045,2.6151,0.42813,1.289,2.6602,0.44654,1.6652,2.7177,0.46066
9920,41227,16.44569,38.99529,0.7191,2.2952,0.27952,0.95362,2.2788,0.29814,1.1509,2.2885,0.31602,1.3641,2.3203,0.32257,1.5948,2.3503,0.33126,1.8868,2.3744,0.34335,2.7379,2.4344,0.37145,3.6554,2.4823,0.39582,5.1447,2.5213,0.44584
9921,34788,16.4461,40.44614,0.38965,2.4488,0.28669,0.49943,2.4441,0.32163,0.5796,2.5036,0.33502,0.66715,2.5409,0.34607,0.7562,2.5587,0.35652,0.86394,2.5723,0.36877,1.1773,2.5324,0.41197,1.4533,2.6231,0.42107,1.8777,2.6974,0.4314
9922,41005,16.44788,39.04526,0.72221,2.2932,0.27993,0.95567,2.2799,0.29869,1.1532,2.2907,0.31658,1.3663,2.3247,0.32288,1.597,2.3524,0.33186,1.8893,2.3765,0.34397,2.7404,2.4367,0.37204,3.6559,2.4844,0.39649,5.1408,2.5243,0.44661
9923,34566,16.44839,40.49611,0.40109,2.4613,0.29006,0.52973,2.4593,0.32056,0.6263,2.5369,0.32448,0.73136,2.5416,0.33498,0.84599,2.5416,0.34107,0.99286,2.5168,0.34843,1.4066,2.5144,0.35596,1.8075,2.5273,0.36084,2.3852,2.5858,0.36649
9924,40783,16.45017,39.09522,0.72883,2.2906,0.28034,0.96159,2.2814,0.29941,1.1605,2.2931,0.31731,1.3742,2.3278,0.32372,1.6063,2.3536,0.33281,1.8994,2.3787,0.34489,2.7508,2.438,0.37327,3.6644,2.468,0.41463,5.1452,2.5274,0.44779
9925,34344,16.45063,40.54608,0.41446,2.4449,0.29094,0.55862,2.4897,0.31155,0.674,2.5001,0.32067,0.79187,2.5196,0.32619,0.93801,2.4794,0.32932,1.1096,2.4707,0.33114,1.5787,2.4841,0.337,2.0416,2.4884,0.34155,2.7119,2.523,0.34672
9926,40561,16.45239,39.1452,0.72876,2.2921,0.28032,0.9614,2.2824,0.29962,1.1604,2.2944,0.31777,1.3742,2.3287,0.32422,1.6062,2.354,0.33324,1.8991,2.379,0.34519,2.749,2.4387,0.37351,3.6609,2.4689,0.41478,5.1412,2.5276,0.44787
9927,34122,16.45295,40.59605,0.41572,2.4518,0.29009,0.56386,2.4922,0.31042,0.6839,2.4943,0.3191,0.82426,2.4576,0.32368,0.9644,2.4547,0.32615,1.1348,2.4714,0.32742,1.6183,2.4763,0.33537,2.0792,2.4967,0.33858,2.7663,2.5229,0.34399
9928,40339,16.45462,39.19517,0.72855,2.2927,0.28024,0.96115,2.2827,0.2998,1.1602,2.2944,0.31827,1.374,2.3285,0.32475,1.606,2.354,0.3337,1.8987,2.3789,0.34537,2.7471,2.4388,0.37367,3.6574,2.4693,0.41482,5.1373,2.5276,0.44785
9929,33900,16.45524,40.64602,0.40368,2.486,0.2883,0.544,2.5027,0.31256,0.6558,2.5154,0.32021,0.79745,2.4418,0.32775,0.92545,2.456,0.33274,1.0904,2.4786,0.33481,1.5488,2.4811,0.34045,1.987,2.511,0.34395,2.6448,2.5417,0.35061
9930,40117,16.45685,39.24514,0.72709,2.2925,0.27996,0.95954,2.2827,0.29975,1.1583,2.294,0.31869,1.3721,2.3277,0.32513,1.6038,2.354,0.33396,1.8963,2.3782,0.34527,2.7435,2.4384,0.37347,3.6527,2.469,0.41455,5.1325,2.527,0.44763
9931,33678,16.45752,40.69599,0.38871,2.4979,0.28271,0.50748,2.5079,0.31255,0.6052,2.5229,0.32652,0.73716,2.4157,0.33619,0.84186,2.4592,0.34408,0.97749,2.4749,0.35052,1.3511,2.5217,0.36312,1.6855,2.6046,0.37012,2.1913,2.672,0.37556
9932,39895,16.45912,39.2951,0.72625,2.2922,0.27991,0.95863,2.2759,0.30736,1.1572,2.294,0.31924,1.3709,2.327,0.32568,1.6022,2.3543,0.3344,1.8943,2.3783,0.34553,2.7399,2.4385,0.37346,3.6477,2.4691,0.41444,5.1272,2.5265,0.44744
9933,33456,16.45978,40.74596,0.37461,2.5025,0.27545,0.47626,2.4936,0.31574,0.563,2.5175,0.32932,0.6752,2.4369,0.34297,0.76212,2.4768,0.3527,0.86302,2.5279,0.36366,1.1661,2.5643,0.40718,1.4507,2.6125,0.42349,1.8835,2.6431,0.44116
9934,39673,16.46136,39.34508,0.72339,2.2914,0.27957,0.95556,2.2815,0.29965,1.1535,2.2934,0.31949,1.3669,2.3253,0.32591,1.5978,2.3538,0.33448,1.8895,2.3777,0.34562,2.7343,2.4374,0.37292,3.6417,2.4677,0.4138,5.1217,2.5251,0.44678
9935,33234,16.46211,40.79593,0.36308,2.5055,0.26897,0.45407,2.4986,0.31205,0.5272,2.5438,0.33305,0.59983,2.6015,0.34698,0.69511,2.5713,0.3588,0.77994,2.5831,0.40077,1.0727,2.6226,0.4281,1.3319,2.677,0.45031,1.7416,2.6968,0.53089
9936,39451,16.46363,39.39504,0.71886,2.2899,0.27925,0.95077,2.2801,0.29894,1.1476,2.292,0.31963,1.3607,2.322,0.32609,1.5913,2.3525,0.33429,1.8821,2.3762,0.34556,2.726,2.4357,0.37205,3.6331,2.4853,0.3959,5.1144,2.5229,0.44573
9937,33012,16.46437,40.84591,0.35562,2.5069,0.2648,0.44188,2.5013,0.31022,0.5138,2.543,0.33644,0.58115,2.6235,0.34919,0.66702,2.6223,0.362,0.75374,2.7074,0.3723,1.0652,2.6027,0.4419,1.3511,2.6824,0.45429,1.8505,2.6406,0.52415
9938,39229,16.46587,39.44501,0.71182,2.2879,0.279,0.94338,2.2777,0.29825,1.138,2.2903,0.3194,1.3512,2.3166,0.32632,1.5812,2.3499,0.33397,1.8705,2.3735,0.34537,2.7123,2.433,0.37084,3.6184,2.4831,0.39445,5.1018,2.5191,0.44412
9939,32790,16.46667,40.89587,0.35143,2.5116,0.26336,0.43715,2.4986,0.30881,0.5113,2.5418,0.33537,0.58076,2.6314,0.34991,0.6761,2.6131,0.36112,0.77054,2.6189,0.40469,1.1357,2.5458,0.43627,1.5049,2.6008,0.43914,2.2104,2.523,0.44878
9940,39007,16.46812,39.49498,0.70037,2.2876,0.27913,0.93131,2.2755,0.29776,1.1226,2.2895,0.3189,1.3356,2.3102,0.32704,1.5649,2.3461,0.33384,1.852,2.3699,0.34516,2.6898,2.4321,0.36902,3.5928,2.4804,0.39239,5.0781,2.5139,0.44165
9941,32568,16.46899,40.94584,0.34977,2.5157,0.26278,0.43772,2.5033,0.31045,0.5162,2.5564,0.33418,0.5932,2.627,0.3469,0.7131,2.5635,0.35614,0.82762,2.6118,0.36279,1.2716,2.4806,0.41557,1.7662,2.4938,0.41667,2.7418,2.3817,0.42164
9942,38785,16.47041,39.54495,0.68157,2.2916,0.27967,0.91022,2.2756,0.2976,1.0996,2.285,0.31865,1.3073,2.3039,0.32731,1.5349,2.3383,0.3349,1.8179,2.3665,0.34523,2.6481,2.4302,0.36804,3.5437,2.472,0.39029,5.0199,2.5073,0.43839
9943,32346,16.47131,40.99581,0.34999,2.5191,0.26143,0.44182,2.502,0.31008,0.525,2.5671,0.33106,0.63501,2.5272,0.34187,0.75572,2.5021,0.35153,0.89757,2.5195,0.35644,1.4106,2.4886,0.36836,2.0134,2.4844,0.36594,3.197,2.3079,0.4121
9944,38563,16.47266,39.59492,0.64606,2.3062,0.28082,0.86471,2.273,0.30807,1.0464,2.292,0.31961,1.2428,2.3125,0.32845,1.4631,2.3403,0.33676,1.7376,2.3647,0.3475,2.5392,2.4283,0.36889,3.4021,2.4624,0.38883,4.8251,2.5033,0.43379
9945,32124,16.4736,41.04578,0.3498,2.52,0.26047,0.44451,2.5013,0.30886,0.5343,2.55,0.32934,0.66997,2.4521,0.33682,0.78467,2.471,0.34657,0.94122,2.4731,0.35154,1.502,2.4659,0.35969,2.1654,2.4518,0.36007,3.4642,2.3247,0.37909
9946,38341,16.4749,39.6449,0.6037,2.3433,0.2803,0.80596,2.2988,0.30985,0.9771,2.3119,0.32164,1.1588,2.3326,0.33151,1.3631,2.3519,0.34089,1.6187,2.3724,0.35113,2.3711,2.4279,0.37418,3.183,2.4592,0.39239,4.515,2.5058,0.43078
9947,31902,16.47591,41.09575,0.34865,2.519,0.25959,0.44424,2.5198,0.29654,0.5444,2.5147,0.32674,0.68068,2.429,0.3345,0.79581,2.4608,0.34316,0.95755,2.4583,0.34856,1.5365,2.465,0.3556,2.2263,2.4385,0.35764,3.5639,2.3156,0.37973
9948,38119,16.47721,39.69486,0.5579,2.3485,0.27965,0.73158,2.3247,0.31215,0.8768,2.3496,0.326,1.0348,2.3647,0.33867,1.2097,2.3775,0.34743,1.4308,2.3962,0.35814,2.0745,2.4476,0.38348,2.7647,2.4637,0.41642,3.8905,2.5348,0.43553
9949,31680,16.47826,41.14572,0.3466,2.5159,0.25852,0.44133,2.52,0.29567,0.5435,2.5044,0.32518,0.67712,2.4289,0.33358,0.79287,2.4598,0.34157,0.95432,2.4566,0.34727,1.5307,2.4691,0.35447,2.2174,2.44,0.35679,3.5489,2.3167,0.37919
9950,44336,16.4783,38.29397,0.39534,2.4222,0.27938,0.51375,2.3797,0.31385,0.5983,2.4447,0.32597,0.69909,2.4353,0.34462,0.79297,2.4848,0.35967,0.91787,2.5012,0.37322,1.2635,2.5269,0.42347,1.6285,2.5479,0.44643,2.1877,2.6016,0.46315
9951,37897,16.47949,39.74483,0.5141,2.3528,0.28235,0.65908,2.37,0.31391,0.7837,2.3934,0.33137,0.92406,2.3983,0.34482,1.0732,2.4026,0.35633,1.2583,2.4167,0.36983,1.7938,2.4494,0.41092,2.3566,2.499,0.43047,3.2457,2.5786,0.45042
9952,44114,16.48051,38.34394,0.41268,2.4088,0.28024,0.53604,2.3851,0.31223,0.63,2.4253,0.32592,0.73524,2.428,0.34315,0.83951,2.4624,0.35733,0.97092,2.49,0.36994,1.353,2.502,0.41925,1.7625,2.5136,0.4415,2.3909,2.5631,0.4556
9953,31458,16.4806,41.19569,0.34342,2.5116,0.25648,0.43549,2.5167,0.29514,0.5302,2.5173,0.3257,0.66021,2.4485,0.3342,0.7756,2.4673,0.34188,0.93184,2.4633,0.34796,1.486,2.4786,0.35585,2.143,2.4535,0.35724,3.4233,2.3287,0.37746
9954,37675,16.48173,39.7948,0.47573,2.3675,0.28538,0.59945,2.4229,0.31557,0.7174,2.4124,0.33664,0.83432,2.4407,0.34994,0.96504,2.4371,0.36507,1.1258,2.4488,0.37861,1.586,2.4772,0.42322,2.0586,2.5244,0.44305,2.7841,2.6214,0.46129
9955,43892,16.48277,38.39391,0.43288,2.3907,0.28209,0.55973,2.3903,0.31097,0.6649,2.4015,0.32641,0.77521,2.4197,0.34236,0.89341,2.4358,0.35527,1.0363,2.4683,0.36593,1.4626,2.465,0.41416,1.9285,2.4707,0.43473,2.6385,2.5218,0.44931
9956,31236,16.48292,41.24566,0.33898,2.5029,0.25514,0.42653,2.5102,0.2949,0.511,2.5507,0.32477,0.62782,2.4963,0.33594,0.74019,2.4967,0.34362,0.88295,2.5004,0.35121,1.3901,2.5103,0.36015,1.9857,2.4863,0.36095,3.1484,2.3607,0.37617
9957,37453,16.48405,39.84477,0.4421,2.4009,0.2848,0.56074,2.4261,0.31952,0.66,2.4475,0.33921,0.76527,2.4647,0.3567,0.88211,2.4715,0.37082,1.0236,2.4482,0.40118,1.4281,2.4948,0.43412,1.8379,2.55,0.45261,2.4503,2.6583,0.46936
9958,43670,16.485,38.44388,0.45531,2.3736,0.28339,0.58545,2.395,0.30976,0.7031,2.3876,0.32663,0.82187,2.4081,0.34083,0.9527,2.4138,0.35306,1.1144,2.433,0.36279,1.5908,2.4233,0.40962,2.1072,2.443,0.42765,2.911,2.4963,0.44204
9959,31014,16.48525,41.29562,0.33405,2.48,0.25496,0.41639,2.5007,0.29441,0.4967,2.5464,0.32384,0.5827,2.572,0.3378,0.68894,2.5576,0.34646,0.80643,2.5866,0.35882,1.2511,2.5002,0.40517,1.7474,2.4827,0.40662,2.7079,2.379,0.41202
9960,37231,16.48633,39.89474,0.41519,2.4273,0.28509,0.52986,2.4253,0.32299,0.614,2.4869,0.34043,0.71518,2.4744,0.35978,0.81572,2.5015,0.37593,0.9487,2.4697,0.40754,1.315,2.5097,0.44133,1.6769,2.573,0.45944,2.2087,2.6859,0.4749
9961,43448,16.48726,38.49385,0.47869,2.3517,0.28388,0.61465,2.384,0.30872,0.7411,2.3768,0.32618,0.8732,2.3911,0.33832,1.013,2.3999,0.34976,1.1914,2.4093,0.36047,1.7276,2.4256,0.38058,2.2905,2.4232,0.42256,3.1807,2.4835,0.43574
9962,30792,16.48758,41.3456,0.32984,2.4538,0.25511,0.40821,2.4907,0.29316,0.4842,2.5325,0.32384,0.55548,2.6044,0.33922,0.6389,2.643,0.35112,0.74359,2.6459,0.36685,1.1123,2.5673,0.42222,1.494,2.573,0.42527,2.2085,2.5047,0.43284
9963,37009,16.48859,39.94471,0.39499,2.445,0.28445,0.50382,2.4223,0.32504,0.5817,2.4959,0.34173,0.67347,2.4886,0.36243,0.76805,2.5074,0.37899,0.88919,2.4901,0.4106,1.2225,2.5303,0.44671,1.5503,2.5915,0.46774,2.0233,2.6937,0.50764
9964,43226,16.4895,38.54382,0.50185,2.3444,0.28294,0.648,2.3605,0.30786,0.7776,2.3785,0.32457,0.9219,2.3801,0.33615,1.0772,2.3795,0.34687,1.2716,2.3872,0.35751,1.8432,2.4178,0.37693,2.4573,2.4086,0.41988,3.4095,2.482,0.43326
9965,36787,16.49091,39.99467,0.38183,2.4379,0.28288,0.48215,2.4219,0.32418,0.5578,2.4859,0.34382,0.63848,2.5136,0.36429,0.73035,2.5101,0.37998,0.83908,2.5118,0.41429,1.1495,2.5446,0.45081,1.4483,2.6093,0.47103,1.8766,2.7187,0.5207
9966,43004,16.49175,38.59379,0.52381,2.349,0.28087,0.68,2.3497,0.30796,0.8141,2.3729,0.32308,0.96603,2.3722,0.33537,1.1318,2.3723,0.34457,1.3385,2.3789,0.35518,1.9458,2.4169,0.37417,2.5971,2.4291,0.39343,3.5985,2.4835,0.43242
9967,36565,16.49321,40.04464,0.37122,2.4306,0.28228,0.46424,2.4311,0.32149,0.5378,2.4834,0.34649,0.60914,2.5402,0.36557,0.69831,2.5179,0.3806,0.7971,2.5308,0.41677,1.0881,2.5646,0.45291,1.3634,2.6098,0.50339,1.7555,2.7404,0.52764
9968,42782,16.49401,38.64376,0.54479,2.3513,0.27937,0.71038,2.338,0.30788,0.853,2.357,0.32176,1.0076,2.3677,0.33373,1.1809,2.3684,0.34254,1.3968,2.3762,0.35339,2.0345,2.417,0.37373,2.7151,2.4282,0.39339,3.7644,2.4834,0.43306
9969,36343,16.49552,40.09462,0.36344,2.4286,0.28131,0.45059,2.4473,0.32117,0.5221,2.4833,0.34756,0.58918,2.5494,0.3658,0.67167,2.5337,0.38143,0.767,2.5358,0.41792,1.0342,2.5893,0.45428,1.2912,2.6345,0.50686,1.6536,2.7598,0.533
9970,42560,16.49629,38.69372,0.56774,2.3516,0.27945,0.74283,2.3272,0.30793,0.8945,2.3424,0.32073,1.0576,2.3553,0.33178,1.2366,2.3603,0.34093,1.4632,2.3699,0.35168,2.1257,2.4163,0.37404,2.8297,2.4341,0.39406,3.9436,2.4816,0.43396
9971,36121,16.49784,40.14458,0.35903,2.4247,0.28026,0.44205,2.455,0.32053,0.5113,2.4807,0.34741,0.57611,2.5505,0.36478,0.65091,2.5544,0.38057,0.74212,2.5463,0.41841,0.98856,2.6179,0.45428,1.2277,2.6626,0.51077,1.5662,2.7859,0.53595
9972,42338,16.49855,38.74369,0.59027,2.3512,0.2799,0.77519,2.3213,0.30779,0.9362,2.3306,0.3195,1.1082,2.3431,0.33023,1.2956,2.3524,0.33957,1.5306,2.3719,0.34928,2.2173,2.4232,0.37335,2.9486,2.4488,0.3937,4.1038,2.4986,0.43533
9973,35899,16.50012,40.19455,0.35773,2.4191,0.27897,0.43865,2.4515,0.31927,0.5057,2.4785,0.34615,0.56844,2.5516,0.36282,0.63753,2.5708,0.37907,0.72433,2.5615,0.42059,0.95418,2.642,0.45611,1.1754,2.6927,0.5121,1.4918,2.8221,0.53694
9974,42116,16.50078,38.79366,0.61773,2.3368,0.28032,0.81314,2.3102,0.30741,0.9817,2.3205,0.31835,1.1658,2.331,0.3282,1.3641,2.3482,0.33698,1.6111,2.3729,0.34657,2.3351,2.425,0.37204,3.1031,2.4629,0.39216,4.3293,2.5074,0.43633
9975,35677,16.50244,40.24452,0.35926,2.4077,0.27815,0.43991,2.442,0.31783,0.5051,2.4781,0.34461,0.56621,2.5501,0.36186,0.63182,2.5845,0.37599,0.71438,2.5764,0.41674,0.92962,2.6701,0.45676,1.1359,2.739,0.50737,1.43,2.8673,0.53591
9976,41894,16.50307,38.84363,0.64704,2.3169,0.28112,0.85941,2.2883,0.30664,1.037,2.3053,0.31757,1.2353,2.3144,0.32566,1.4495,2.3382,0.33369,1.717,2.3588,0.34377,2.4942,2.4225,0.36829,3.3253,2.4619,0.38953,4.6783,2.5056,0.43413
9977,35455,16.50474,40.29449,0.36099,2.4102,0.27732,0.4451,2.4283,0.31609,0.5107,2.4693,0.34314,0.57086,2.5418,0.36084,0.63555,2.58,0.37419,0.71456,2.5859,0.41163,0.91832,2.6883,0.45167,1.1113,2.7896,0.47665,1.3849,2.9221,0.5286
9978,41672,16.50533,38.8936,0.67636,2.3107,0.28037,0.904,2.2817,0.29849,1.0906,2.2939,0.31631,1.2995,2.3017,0.32359,1.5235,2.3325,0.33144,1.8008,2.361,0.34174,2.6157,2.4284,0.36709,3.4927,2.4692,0.39029,4.9359,2.5073,0.43694
9979,35233,16.50706,40.34446,0.36421,2.424,0.27724,0.45127,2.436,0.31347,0.5212,2.4703,0.34069,0.58682,2.5193,0.35834,0.65681,2.5429,0.37176,0.73499,2.5675,0.40607,0.93647,2.6817,0.44248,1.1232,2.7875,0.46451,1.4575,2.7864,0.51511
9980,41450,16.50762,38.94357,0.69379,2.3066,0.27982,0.92699,2.2784,0.29792,1.1181,2.2899,0.31593,1.3305,2.3036,0.32309,1.5577,2.3379,0.33057,1.8416,2.3639,0.34171,2.6711,2.433,0.36793,3.5677,2.4776,0.39148,5.05,2.5101,0.43949
9981,35011,16.50937,40.39442,0.37081,2.4359,0.28106,0.46444,2.4439,0.31755,0.5376,2.4877,0.34034,0.60737,2.5311,0.35687,0.68697,2.5373,0.36973,0.77516,2.5345,0.40094,1.0132,2.6193,0.42639,1.2429,2.676,0.44534,1.6023,2.7252,0.46158
9982,41228,16.50988,38.99354,0.7027,2.3028,0.27979,0.93572,2.279,0.2981,1.1293,2.2887,0.3161,1.3409,2.3094,0.32318,1.5684,2.3442,0.33069,1.8535,2.3689,0.34249,2.686,2.4345,0.36942,3.5861,2.4816,0.39278,5.0694,2.5141,0.44142
9983,34789,16.51171,40.44439,0.38114,2.4439,0.28614,0.48699,2.4426,0.32094,0.5667,2.4995,0.33458,0.65064,2.5523,0.34439,0.73882,2.5649,0.35563,0.84251,2.5817,0.36797,1.152,2.5311,0.40962,1.4138,2.6347,0.4182,1.8329,2.7114,0.42602
9984,41006,16.51216,39.04351,0.70904,2.3003,0.27986,0.94139,2.2808,0.29847,1.1371,2.289,0.31641,1.3484,2.3137,0.32341,1.5765,2.3471,0.33128,1.8629,2.372,0.34319,2.698,2.435,0.37059,3.5988,2.4836,0.39393,5.0797,2.5175,0.44277
9985,34567,16.51405,40.49437,0.3932,2.456,0.28892,0.51866,2.4656,0.31835,0.6121,2.5448,0.32369,0.71643,2.5455,0.33311,0.83028,2.5435,0.3394,0.9742,2.5234,0.34574,1.3832,2.5205,0.3521,1.7919,2.5169,0.35648,2.3631,2.5777,0.36064
9986,40784,16.51444,39.09347,0.71372,2.2975,0.28014,0.94527,2.2817,0.29904,1.1422,2.2899,0.31703,1.3535,2.3166,0.32385,1.5819,2.3487,0.33194,1.8692,2.3737,0.34384,2.7043,2.4354,0.37153,3.603,2.4852,0.39476,5.0795,2.52,0.4436
9987,34345,16.51635,40.54433,0.40432,2.4538,0.29008,0.54828,2.4859,0.31055,0.6612,2.504,0.31919,0.77889,2.5227,0.32481,0.9237,2.4824,0.32736,1.0932,2.4755,0.32791,1.5621,2.4822,0.33425,2.02,2.4931,0.33799,2.699,2.5164,0.34209
9988,40562,16.51672,39.14344,0.71506,2.2968,0.28024,0.94569,2.283,0.29941,1.1429,2.2913,0.31761,1.3543,2.3179,0.32447,1.5827,2.3493,0.33243,1.8697,2.3743,0.3443,2.703,2.4358,0.37204,3.5984,2.4859,0.39512,5.0708,2.5212,0.44381
9989,34123,16.51873,40.5943,0.40534,2.4585,0.28936,0.55334,2.4873,0.30966,0.6711,2.5013,0.31784,0.80762,2.4705,0.32223,0.94962,2.4586,0.32419,1.1189,2.4746,0.32367,1.6016,2.4774,0.33205,2.0616,2.4978,0.335,2.7564,2.5156,0.33967
9990,40340,16.51903,39.19342,0.7145,2.2982,0.28038,0.94485,2.2839,0.29979,1.142,2.2923,0.31822,1.3532,2.318,0.32521,1.5814,2.3495,0.333,1.8679,2.3746,0.34472,2.6986,2.4361,0.37231,3.5909,2.4858,0.39526,5.0596,2.5214,0.44371
9991,33901,16.52103,40.64427,0.39494,2.4828,0.2872,0.53304,2.5016,0.31043,0.6399,2.532,0.31891,0.78157,2.4494,0.32573,0.91041,2.456,0.32957,1.0718,2.4787,0.33149,1.5293,2.4815,0.33734,1.9665,2.5099,0.33943,2.6301,2.5325,0.34519
9992,40118,16.52132,39.24338,0.71203,2.2984,0.28032,0.94194,2.2838,0.29982,1.1386,2.2921,0.31866,1.3495,2.3168,0.32564,1.5774,2.3487,0.33332,1.8631,2.3736,0.34471,2.6916,2.4358,0.37208,3.5814,2.4848,0.39497,5.0466,2.5207,0.4433
9993,33679,16.52337,40.69424,0.38088,2.4866,0.28188,0.49617,2.5103,0.31045,0.5868,2.5497,0.32475,0.71838,2.4315,0.33477,0.81973,2.4761,0.34135,0.95765,2.4795,0.34817,1.3294,2.5133,0.35943,1.665,2.5878,0.36552,2.1628,2.6628,0.37198
9994,39896,16.5236,39.29335,0.70926,2.2987,0.28033,0.93865,2.2777,0.30727,1.1347,2.2924,0.31918,1.3451,2.3158,0.32611,1.5725,2.3478,0.33375,1.8572,2.373,0.34468,2.6834,2.4356,0.37179,3.5706,2.4838,0.39464,5.0319,2.5199,0.44274
9995,33457,16.52569,40.74421,0.3661,2.4907,0.27441,0.46407,2.4889,0.31349,0.5419,2.5468,0.32875,0.65204,2.4611,0.34165,0.74527,2.4675,0.35206,0.84238,2.5243,0.36166,1.1389,2.5517,0.40489,1.4101,2.6142,0.42046,1.8144,2.6745,0.4358
9996,39674,16.52592,39.34332,0.70506,2.2981,0.28024,0.93388,2.2766,0.30774,1.129,2.2916,0.31949,1.339,2.3135,0.3264,1.5659,2.3458,0.33389,1.8495,2.3715,0.34475,2.6739,2.4347,0.37108,3.5595,2.4818,0.39398,5.0177,2.5183,0.44187
9997,33235,16.52807,40.79417,0.35376,2.4962,0.26715,0.44067,2.4999,0.30731,0.5129,2.5325,0.3333,0.58056,2.6029,0.34669,0.67429,2.5585,0.36007,0.75708,2.6358,0.37028,1.0361,2.612,0.42732,1.2821,2.6733,0.44937,1.6631,2.7057,0.52942
9998,39452,16.52822,39.39328,0.6988,2.2974,0.2801,0.92687,2.2822,0.29959,1.1198,2.2919,0.31972,1.3299,2.3104,0.32662,1.5563,2.3429,0.33387,1.8386,2.3693,0.3447,2.6611,2.4333,0.36998,3.5452,2.4788,0.39293,5.0007,2.5157,0.44061
9999,33013,16.53041,40.84414,0.34548,2.4961,0.26254,0.42676,2.5151,0.29721,0.4971,2.5278,0.33471,0.5631,2.6064,0.34897,0.63298,2.6452,0.36423,0.72278,2.7019,0.37348,1.0111,2.5967,0.44198,1.2725,2.699,0.45728,1.7097,2.6828,0.53036
